Name,Description,PointCost,PriceFactor,PriceOverride,isEpic,Categories,internType,Slots,Source,GUID
BaneOutsiderNeutral,"A bane weapon excels against certain foes. Against a designated foe, the weapon's enhancement bonus is +2 better than its actual bonus. It also deals an extra 2d6 points of damage against such foes.",+1,2000,,,"Bane, AdditionalDamage, HitChance",Weapon,Weapon,TTRPG,4e30e79c500e5af4b86a205cc20436f2
BanePlant,"A bane weapon excels against certain foes. Against a designated foe, the weapon's enhancement bonus is +2 better than its actual bonus. It also deals an extra 2d6 points of damage against such foes.",+1,2000,,,"Bane, AdditionalDamage, HitChance",Weapon,Weapon,TTRPG,0b761b6ed6375114d8d01525d44be5a9
BaneUndead,"A bane weapon excels against certain foes. Against a designated foe, the weapon's enhancement bonus is +2 better than its actual bonus. It also deals an extra 2d6 points of damage against such foes.",+1,2000,,,"Bane, AdditionalDamage, HitChance",Weapon,Weapon,TTRPG,eebb4d3f20b8caa43af1fed8f2773328
BaneVermin,"A bane weapon excels against certain foes. Against a designated foe, the weapon's enhancement bonus is +2 better than its actual bonus. It also deals an extra 2d6 points of damage against such foes.",+1,2000,,,"Bane, AdditionalDamage, HitChance",Weapon,Weapon,TTRPG,c3428441c00354c4fabe27629c6c64dd
BaneVermin1d8,"A bane weapon excels against certain foes. Against a designated foe, the weapon's enhancement bonus is +2 better than its actual bonus. It also deals an extra 2d6 points of damage against such foes.",+1,2000,,,,Weapon,,Owlcat+,e535fc007d0d7e74da45021d4607e607
BansheesHeartEnchantment,,+1,2000,,,,Weapon,,Owlcat+,70188f72b953ff64ca9391f78f891dcd
BaphometFireCloth_AnimalisticFireEnchantment,,+1,1000,,,,Armor,,Owlcat+,b94b8fa6ba2e41589319b9f7fd0460d0
BaphometFireCloth_BurningCunningEnchantment,,+1,1000,,,,Armor,,Owlcat+,4cad65a642af4533a7b8215a422dd3e7
BaphometFireGloves_AnimalisticFireEnchantment,,+1,,,,,Other,,Owlcat+,57f549b6bad94793b22506915492f424
BaphometFireGloves_BurningCunningEnchantment,,+1,,,,,Other,,Owlcat+,edd9399fa02f4f09b47e2eb474abe5a5
BardingOfCeaselessServiceEnchantment,,+1,1000,,,,Armor,,Owlcat+,87182ae16e2f76143bc19d1aa8611575
BardingOfElderBeastsEnchantment,,+1,,,,,Other,,Owlcat+,c4d1de75e050f344eb027ecc23a33174
BardingOfLifeEnchantment,,+1,1000,,,,Armor,,Owlcat+,ad59e2b1c14e4159805e642fe0fa2006
BardingOfSteadynessEnchantment,,+1,1000,,,,Armor,,Owlcat+,866be7ba056a4f4e8fdacff8802d5463
BardingOfVengeanceEnchantment,,+1,1000,,,,Armor,,Owlcat+,b59cbb4f8d394dd38a4178311085edae
BastionOfLionHeartArmorEnchantment,,+1,,,,,Other,,Owlcat+,5b52887736bd2514c9dc292644827e31
BattleaxeOfFractureEnchantment,,+1,2000,,,,Weapon,,Owlcat+,6d37155e083e043458862454d930ea53
BattleforgedEnchantment,,+1,2000,,,,Weapon,,Owlcat+,e4d692791d3991143a1fca7fd4c18bcb
BattleMagesHeadbandEnchantment,,+1,,,,,Other,,Owlcat+,ce06157783244cd4b884a4cba0ed1b1a
BeaconEnchantment,,+1,2000,,,,Weapon,,Owlcat+,98d642a8eda3fff4cb47d29c5b17d70a
BeaconOfCarnageEnchantment,,+1,1000,,,,Armor,,Owlcat+,c264218d26f2191439522d689c1ce3cf
BearerOfSorrowEnchantment,,+1,2000,,,,Weapon,,Owlcat+,8a7d0e599fe6b8c4c9ee034eb6af1830
BeastKingEnchantment,,+1,,,,,Other,,Owlcat+,39dcb12fc0bb44347ab7eee152c4f612
BehemothChopperEnchantment,,+1,2000,,,,Weapon,,Owlcat+,d912c9cbc1f942848f72f52bb54e887e
BeltofAdditionalPocketsEnchant,,+1,,,,,Other,,Owlcat+,2fe49d420a7ab8441a5d34d6667ebcd3
BeltOfAlacrityEnchantment,,+1,,,,,Other,,Owlcat+,3d2ebf32e8c47494ea1c1db6485e7d1e
BeltOfArodenEnchantment,,+1,,,,,Other,,Owlcat+,f7c7cb4636b14197adae70618ba8838c
BeltofArodenInvincibleRangedEnchantment,,+1,,,,,Other,,Owlcat+,4994410159214c189a795def386183f7
BeltOfArodenSpellTurningEnchantment,,+1,,,,,Other,,Owlcat+,841131231db847aeaf82f9b94f7f44cc
BeltOfBeastlySturdinessEnchantment,,+1,,,,,Other,,Owlcat+,39c16220c3b0f81459c45aca0787e30b
BeltOfBloodlustEnchantment,,+1,,,,,Other,,Owlcat+,5f1d88dbc1847f949ab3f62937e76255
BeltOfCourageousChargeEnchantment,,+1,,,,,Other,,Owlcat+,717ea085eb284bb4392f15534a00426a
BeltOfDemonicShadowEnchantment,,+1,,,,,Other,,Owlcat+,44994cab01a6e664486509e52939a62c
BeltOfImprovedProtectionEnchantment,,+1,,,,,Other,,Owlcat+,c4297d32933869c41af33e323c85dbb9
BeltOfPerfectComponentsEnchant,,+1,,,,,Other,,Owlcat+,7d1df2c861dfd794b8b57353bba5e9a3
BeltOfPerfectComponentsGreaterEnchant,,+1,,,,,Other,,Owlcat+,746998b453c49b74f8434ab950d268a4
BeltOfPerfectComponentsLesserEnchant,,+1,,,,,Other,,Owlcat+,8504da522f2782740b829a208dd7a6ea
BeltOfPerfection8ExtraBaseEnchantment,,+1,,,,,Other,,Owlcat+,16e298ab010a4d05bded4f1c6580bd22
BeltOfPerfection8ExtraEnchantment,,+1,,,,,Other,,Owlcat+,f352014868c44e75a0a17c5f904e3631
BeltOfPrimalForceEnchantment,,+1,,,,,Other,,Owlcat+,55d8befe270846beaed9bb4182d259a0
BeltOfShadowsEnchantment,,+1,,,,,Other,,Owlcat+,909a502ebf3f00c4fa81af51573814e2
BeltOfThunderousChargingEnchantment,,+1,,,,,Other,,Owlcat+,45053727a438b7945b7cba0d37b23533
BeltOfVeneratedChampionEnchantment,,+1,,,,,Other,,Owlcat+,3c7525be2155f3241b4c41288df8a5b9
BestialRagsEnchantment,,+1,,,,,Other,,Owlcat+,bdb593cb435c4c1387679d4c52071396
BetrayalFirstEnchantment,,+1,2000,,,,Weapon,,Owlcat+,a84ce675e3ba8034eb3a7f9c71027572
BetrayalSecondEnchantment,,+1,2000,,,,Weapon,,Owlcat+,fd5e7a558417be24a883ed60c656d8cc
BigGameGlovesEnchantment,,+1,,,,,Other,,Owlcat+,8239dd8bd2fcc0a4497955a8388b1cab
BlackDragonsFangEnchantment,,+1,2000,,,,Weapon,,Owlcat+,7992b610dfbe8734799d7aa3a5e212dc
BlackenedRagsEnchantment,,+1,1000,,,,Armor,,Owlcat+,2af7cc6019320b84292166c0228a0dbe
BlackFurCloakEnchantment,,+1,,,,,Other,,Owlcat+,596fbdc1a0341624c9e1cb6252a54877
BlackKnightCloakEnchantment,,+1,,,,,Other,,Owlcat+,1ad2e26850bfef7409199c2fa23e1fa3
BlackRingWithRunesEnchantment,,+1,,,,,Other,,Owlcat+,b784fcbc0b0cc1b42945f7a860c81171
BlackSaltEnchantment,,+1,2000,,,,Weapon,,Owlcat+,d686790990d66394b937f0a1ad536682
BlackStarEnchantment,,+1,2000,,,,Weapon,,Owlcat+,4c1343790d544ce4da26986b2541bdf4
BladeboundBlackBladeWeaponEnchantment,,+1,2000,,,,Weapon,Weapon,Owlcat+,b2cc94d271f3457fa1ad514fe15acffe
BladedPlateEnchant,,+1,1000,,,,Armor,,Owlcat+,0f357c5ecbe0a4744b8f7d2dd32f933a
BladeguardBucklerEnchantment,,+1,,,,,Other,,Owlcat+,f0e7f7ad74269c348b124a1e0586447e
BladeOfOrderEnchantment,,+1,2000,,,,Weapon,,Owlcat+,5711a0a430a77b24c888b571f312bf18
BladeOfTheMercifulEnchant,,+1,2000,,,,Weapon,,Owlcat+,a5e3fe4a71e331e4aa41f9a07cfd3729
BlazingCavalierShieldEnchantment,,+1,,,,,Other,,Owlcat+,f4a3154ad58272a4788c9671bdc9cd9d
BlazingCrownEnchantment,,+1,,,,,Other,,Owlcat+,66f6fe8776944f8198e22002827c1862
Bleed,"Whenever a bleed weapon lands a hit, it makes the target bleed for 1d6 HP per round. Bleed will continue until the target receives magic healing or leaves combat.",+1,2000,,,"StatusAndCC, AdditionalDamage",Weapon,Weapon,TTRPG,ac0108944bfaa7e48aa74f407e3944e3
BleedConst1d4,This creature takes 1d4 Constitution damage each turn. Bleeding can be stopped through the application of any effect that cures hit point damage (even if the bleed is ability damage).,+1,2000,,,PenaltiesAndCursed,Weapon,Weapon,Owlcat,aa2e3d24a86e49bcb09ed00a7938cdee
BlessedHandsGlovesEnchant,,+1,1000,,,,Armor,,Owlcat+,46bc0f2392ef2a040af9d27f325626d3
BlessedWayEnchant,,+1,1000,,,,Armor,,Owlcat+,eaef218b1ca70e641a67f95b0ff0d706
BlindingBeautyEnchantment,,+1,2000,,,,Weapon,,Owlcat+,6bcb65c9fd1099741928c94a88d1b243
BlindingEnlightenmentEnchantment,,+1,,,,,Other,,Owlcat+,3f5740b4ce9e3964a85b9f05149e3a4f
BlindingLightEnchant,,+1,2000,,,,Weapon,,Owlcat+,4b2c1eace4b03d647a507f73bb095824
BlindingWrathEnchantment,,+1,2000,,,,Weapon,,Owlcat+,324df0233856fab4b85eb26e14464aa0
BlindnessImmunity,,+1,,,,,Other,,Owlcat+,dc6927b978fd07a4dae6bc1bce93d8ef
BlindOnCrit15,"Whenever you score a critical hit with this weapon, your opponent becomes permanently blinded. A successful Fortitude save DC 15 reduces the duration for 1 round.",+1,2000,,,"StatusAndCC, Critical, DC",Weapon,Weapon,Owlcat+,025b828fb61feb34080ce0d87c9cc06b
BlizzardKineticBladeEnchantment,,+1,2000,,,,Weapon,Weapon,Owlcat+,616897b43ffbc934c91940e25456d05e
BlizzardTouchEnchantment,,+1,2000,,,,Weapon,,Owlcat+,b81ea7c1750560d4696e39a071377be7
BlockerEnchantment,,+1,2000,,,,Weapon,,Owlcat+,da887197722acb04ab4c8443e83eaa81
BloodBoilerEnchantment,,+1,2000,,,,Weapon,,Owlcat+,7d26d85337ee5d145ad563b7b83ca54d
BloodClarityEnchantment,,+1,,,,,Other,,Owlcat+,44032c66e9f0eea4f84ef8d534e13450
BloodDrenchedGlovesEnchantment,,+1,,,,,Other,,Owlcat+,fa4c141977353724cb2d4b9559a79eb8
BloodFreezerEnchantment,,+1,2000,,,,Weapon,,Owlcat+,613dbf4cec5945e1babc94870d417754
BloodKineticBladeEnchantment,,+1,2000,,,,Weapon,Weapon,Owlcat+,f2e21757f4b5b2541861cf59f3249a48
BloodlineSerpentineSerpentsFangPoison1Enchantment,,+1,2000,,,,Weapon,Weapon,Owlcat+,36e56b5c0d0d9fb4e97898938ed6b48f
BloodlineSerpentineSerpentsFangPoison2Enchantment,,+2,2000,,,,Weapon,Weapon,Owlcat+,912cb52069f4566429dae3ed4bda3945
BloodlineSerpentineSerpentsFangPoison3Enchantment,,+3,2000,,,,Weapon,Weapon,Owlcat+,4c9623cf60f4f9447a8807549435f7aa
BloodlineSerpentineSerpentsFangPoison4ChaEnchantment,,+4,2000,,,,Weapon,Weapon,Owlcat+,d4de81e6a9c7b9648996329b7cb0e03c
BloodlineSerpentineSerpentsFangPoison4ConEnchantment,,+4,2000,,,,Weapon,Weapon,Owlcat+,cc3ec52a98bd3a24e806c04d6118826d
BloodlineSerpentineSerpentsFangPoison4DexEnchantment,,+4,2000,,,,Weapon,Weapon,Owlcat+,0e41109aa77046d4ca399afa876865d6
BloodlineSerpentineSerpentsFangPoison4IntEnchantment,,+4,2000,,,,Weapon,Weapon,Owlcat+,9f407f9cfc308eb4daa0cc5cc4e59b20
BloodlineSerpentineSerpentsFangPoison4StrEnchantment,,+4,2000,,,,Weapon,Weapon,Owlcat+,9612476291c999949abc65e69e073476
BloodlineSerpentineSerpentsFangPoison4WisEnchantment,,+4,2000,,,,Weapon,Weapon,Owlcat+,2977bb590af1eeb46bc67e7b14d7534e
BloodredCleaverEnchantment,,+1,2000,,,,Weapon,,Owlcat+,ae5e8afb222b46a8bcb21d66e073578a
BloodthirstNegative3d6,,+3,2000,,,,Weapon,,Owlcat+,f79f6fc9e5ab7da4daf93d665e4935bf
BloodthirstVampiricTouch,,+1,2000,,,,Weapon,,Owlcat+,ae2f8a7f3c517e34697cb22b5cb3b051
BloodyCrescentEnchantment,,+1,2000,,,,Weapon,,Owlcat+,8e5b50200b0ee3648a11c57d03021ec3
BloodyMeatEnchantment,,+1,,,,,Other,,Owlcat+,3ecfb0133231476fbea545bbba0d0654
BlueFlameKineticBladeEnchantment,,+1,2000,,,,Weapon,Weapon,Owlcat+,187fddfb72bd0f54a84e3aa4ce40f243
BombAttack2,,+1,1000,,,,Armor,,Owlcat+,22cef8e691a75674d8bc33ea986ea4fa
BombThrowingGlovesEnchantment,,+1,,,,,Other,,Owlcat+,b84a5c13830cfaa44b80c1bad604bdb1
BoneAmuletEnchantment,,+1,,,,,Other,,Owlcat+,967676618473df3418515d2ed99bbc7f
BonemailEnchant,,+1,1000,,,,Armor,,Owlcat+,c8e624c4f92a89643933c173fc0938a0
BonethreaderBootsEnchantment,,+1,,,,,Other,,Owlcat+,47bf222183c27d34a9481f19e7045613
BooksOfDreamsIIIStageEnchantment,"Luck always favors adventurers as well as this book. Whenever any of your summoned creatures die from an attack with a weapon, you and your allies restore 20 HP and 1 round of azata performance.",+3,,,,Defensive,Other,Other,Owlcat,5ef6b452273044cb9b4bf63fd07d8639
BooksOfDreamsIIStageEnchantment,"As your travels continue and the story unravels itself, the book reveals more of its secrets. Now all your summoned creatures gain the effects of longstrider, greater and good hope spells.",+2,,,,"Spellcasting, StatusAndCC",Other,Other,Owlcat+,86c43107e126418288ef681bc82fc567
BooksOfDreamsIStageEnchantment,"While this book is active, each time you use an ability that lets you summon multiple creatures, their number is increased by one.",+1,,,,Spellcasting,Other,Other,Owlcat+,56ec6da4e4304318a20656b726b23501
BookwormsHeadbandEnchantment,,+1,,,,,Other,,Owlcat+,8a07ba5169caf3c4e9890d62b36552c7
BootsOfArcanePersistanceEnchantment,,+1,,,,,Other,,Owlcat+,76df407bc7e8e5e4cafc244878542f53
BootsOfCompleteEarthingEnchantment,,+1,,,,,Other,,Owlcat+,c4e5785ec6bc4d969b8414b1e44a877a
BootsOfForestTrackerEnchantment,,+1,,,,,Other,,Owlcat+,fa9c47d68a49bc64aa680e74fca1bcc2
BootsOfFreereinEnchantment,,+1,,,,,Other,,Owlcat+,8bd1fe6694ababf4aa0fd94b9d20d0c2
BootsOfFreestReinEnchantment,,+1,,,,,Other,,Owlcat+,b5849f2d41ff4bdc82f99b36b5ba3a4c
BootsOfFreestReinSecondEnchantment,,+1,,,,,Other,,Owlcat+,0f9b75c10aa84ba68bd40ad3b6336ce4
BootsOfMagicalWhirlEnchantment,,+1,,,,,Other,,Owlcat+,25fd94a2fbf34e07bd3d087734b2083c
BootsOfManticoreEnchantment,,+1,,,,,Other,,Owlcat+,8d1485b6964856244aa9444d36052e68
BootsOfOutbreakEnchantment,,+1,,,,,Other,,Owlcat+,d8ae1da0ef3ad9f43be86feea0ec3b2a
BootsOfStampedeEnchantment,,+1,,,,,Other,,Owlcat+,9cf06515dfaf8894993872bca399c689
BootsOfTheBattleHeraldEnchantment,,+1,,,,,Other,,Owlcat+,852b98c9844046829e03ef12fbe65158
BootsOfTheCatEnchantment,,+1,,,,,Other,,Owlcat+,35ddae787ff647fa8d4994e2f2fe8eb3
BootsOfTheCreepingDeathEnchantment,,+1,,,,,Other,,Owlcat+,e643d996dcbf83949a50abff4d5f90e9
BootsOfTheLightStepEnchantment,,+1,,,,,Other,,Owlcat+,8bfc92d8255e36242a5a4a9a9ccab264
BootsOfTheRat_Enchantment,,+1,,,,,Other,,Owlcat+,c19d7c760e9b450aac190b81cd948868
BootsOfTheSwampEnchantment,,+1,,,,,Other,,Owlcat+,4ba297e98fa307340a2bf249ad5b8781
BootsOfWaryStepsEnchantment,,+1,,,,,Other,,Owlcat+,f327a2d896e87a249b0662786284f569
BorealMightEnchantment,,+1,,,,,Other,,Owlcat+,e23546a98d62357418cdf7a93cf11847
BowBreakerEnchantment,,+1,2000,,,,Weapon,,Owlcat+,3f61faf995a6466487e77d5846ec7af9
BowBreakerEnchantmentNew,,+1,2000,,,,Weapon,,Owlcat+,0679a94fdbc84473ad98b15fbc1db828
BowOfTheTrueWorldEnchant,,+1,2000,,,,Weapon,,Owlcat+,4284eef2cd8f8764f944253312b1362c
BracersOfAbruptOnslaughtEnchantment,,+1,,,,,Other,,Owlcat+,95e9ca4f21ecbfd46b0beafd7950f209
BracersOfAnimalFuryEnchantment,,+1,,,,,Other,,Owlcat+,960338b649a00754c9cd24badefd253d
BracersOfBalanceEnchantment,,+1,,,,,Other,,Owlcat+,175f756579fc5f54cbaab8de74a8969a
BracersOfBreachingEnchantment,,+1,,,,,Other,,Owlcat+,436d0fdaf05ca644e8198a3519f51487
BracersOfDominanceEnchantment,,+1,,,,,Other,,Owlcat+,5d23d1e3cf706ed48b7772d914f702ae
BracersOfEldritchScholarEnchantment,,+1,,,,,Other,,Owlcat+,dbf45cd03d94dfc43ad73d24416bbef1
BracersOfHarmfulConversionEnchantment,,+1,,,,,Other,,Owlcat+,9840918fbd5b9074cb6c6b2fae8c88f8
BracersOfHeavyHandEnchantment,,+1,,,,,Other,,Owlcat+,e32573bd3a5fe66469412279f39b9416
BracersOfMightyBoarEnchantment,,+1,,,,,Other,,Owlcat+,5286fc8c0d5e43af850c628f6c3db5a3
BracersOfMindBreakEnchantment,,+1,,,,,Other,,Owlcat+,939bc65002a19b944862633446a17293
BracersOfOverwhelmingVigorEnchantment,,+1,,,,,Other,,Owlcat+,e79de42c06432874d81554d4604fac18
BracersOfRoughLandingEnchantment,,+1,,,,,Other,,Owlcat+,3a6d4f95d5f00104591b998af20d6af9
BracersOfSlaughterEnchantment,,+1,,,,,Other,,Owlcat+,2452067b1107405e83dda580d5345cd6
BracersOfWizardEnchantment,,+1,,,,,Other,,Owlcat+,0b7d87791c3e160448c5b05b0823ce7f
BracersSpikedHodagEnchantment,,+1,,,,,Other,,Owlcat+,60e67f9d22f0ca848bfda284937e55d2
Brass,Incinerating weapon is sheathed in fire that deals an extra 2d6 points of fire damage on a successful hit.,+1,2000,,,"AdditionalDamage, Elemental",Weapon,Weapon,Owlcat,5e0e5de297c229f42b00c5b1738b50fa
Brass2d8,Flaming weapon is sheathed in fire that deals an extra 2d8 points of fire damage on a successful hit.,+2,2000,,,"AdditionalDamage, Elemental",Weapon,Weapon,Owlcat,a6064c14629de6d48bec8e8e0460f661
BraveryRingEnchant,,+1,,,,,Other,,Owlcat+,3f18b4d585f50b14c8dbb9e05f56f6cd
BrazenWhipEnchantment,,+1,,,,,Other,,Owlcat+,87cdf5d14f4db9b429c2171e22ad9bef
BreastplateEnhancementRusty,Broken armor gives half as much AC as it usually would. Its armor check penalty is doubled.,0,,0,,"PenaltiesAndCursed, AC",Armor,Armor,Owlcat,bf5a1d482e8e4bc9a59050e2962952ff
BreastplateOfTirelessWarriorEnchantment,,+1,1000,,,,Armor,,Owlcat+,1cbd3e4d3c5f45069d2c0acc064dea94
BrestplateOfWhiteDragonEnchantment,,+1,,,,,Other,,Owlcat+,fecd052321109554396a7fc40e604049
BrilliantEnergy,"A brilliant energy weapon ignores nonliving matter. Armor and shield bonuses to AC (including any enhancement bonuses to that armor) do not count against it because the weapon passes through armor. (Dexterity, deflection, dodge, natural armor, and other such bonuses still apply.) A brilliant energy weapon cannot harm undead, constructs, or objects.",+4,2000,,,HitChance,Weapon,Weapon,TTRPG,66e9e299c9002ea4bb65b6f300e43770
BrokenPhylacteryBodyRingEnchantment,,+1,,,,,Other,,Owlcat+,e37143e1ad523d7418da8bd698e42207
BrokenPhylacterySoulRingEnchantment,,+1,,,,,Other,,Owlcat+,96504ec0d97a75c4f9c91e775723dc8a
BrokenPhylacterySoulScytheEnchantment,,+1,2000,,,,Weapon,,Owlcat+,4de22625c936bf8499c6790f03552a40
BruisersChainshirtEnchantment,,+1,1000,,,,Armor,,Owlcat+,a463a65fc8268c4448cd141b1ded70c6
BrutalDecayEnchantment,,+1,2000,,,,Weapon,,Owlcat+,5f09ffbf27cfad84986c6170d9c8b171
BucklerOfElementalGuardEnchantment,,+1,,,,,Other,,Owlcat+,d6af1230d246407a9fff24ee511e74c6
BucklerOfRayNegationShieldEnchantment,,+1,,,,,Other,,Owlcat+,ebf2323ccbe646446997c97e8c17905f
BulkyPickEnchantment,,+1,2000,,,,Weapon,,Owlcat+,481a50943348e584481d09b36b124c22
BurnedAshwoodEnchantment,,+1,2000,,,,Weapon,,Owlcat+,4de41c0fa24d88541ba4e26baf19a794
BurningTomentEnchantment,,+1,2000,,,,Weapon,,Owlcat+,208b9726a1f9ff3408133114d9f7d863
ButcherCleaver_Enchantment,,+1,2000,,,,Weapon,,Owlcat+,b5707330c89c4279a5cf4e1fe2c782ba
ButcherOfUndeadEnchantment,,+1,2000,,,,Weapon,,Owlcat+,97052dac8d5eb6742a2f6a4e5c02289d
CalistriaRapierEnchantment,,+1,2000,,,,Weapon,,Owlcat+,881c4efce7a69864a813fa822ebd9e42
CallLightningCritical,"Any creature struck by a critical hit, either from a natural attack or from this scimitar, becomes a target of lightning, as per the Call Lightning Storm spell (5d6 damage, 24 DC Reflex half). All natural attacks from both the wielder of this scimitar and the wielder's animal companion have concussive and shocking modifiers applied to them. If the wielder is wild shaped into a bear or if their animal companion is a bear, the sonic and electrical damage from their attacks is increased to 1d10.",+1,2000,,,"Critical, AdditionalDamage, Elemental, DC",Weapon,Weapon,Owlcat+,ea4da1b2cf1db1147b9e9974135d43ad
CallToViolenceEnchantment,,+1,,,,,Other,,Owlcat+,a864da8cc74065e4aad897d24a66e3e1
CalmingWardenEnchantment,,+1,1000,,,,Armor,,Owlcat+,17b9a27ee87e8684c9af326e1accbe42
CameliaAmuletEnchantment,,+1,,,,,Other,,Owlcat+,ef2d4aaad665a2144b1bd0355535e2e6
CapeOfDesinsectorEnchantment,,+1,,,,,Other,,Owlcat+,28519dec9c9dcc64c9c6cad53b650826
CapeOfDivinationEnchant,,+1,,,,,Other,,Owlcat+,d138587e9193f7245931d9183c640d97
CapeOfFeintingEnchantment,,+1,,,,,Other,,Owlcat+,2ca7f43918fa477f99a0df5f3c28b270
CarroksThornRogueEnch,"This thorn can be wielded as a +2 destructive dagger. Whenever the wielder rolls a natural 20 on an attack roll made with this dagger, if the wielder is a rogue or a slayer of 7th level or higher or an assassin of any level, they inflict a negative level on the target.",+1,2000,,,"Critical, StatusAndCC",Weapon,Weapon,Owlcat+,0bc0f40c28224e35a216b91178aa6acd
CastersDreamEnchantment,,+1,,,,,Other,,Owlcat+,54ca61d175714a048977d450b7a86d77
CaveExplorersArmorEnchantment,,+1,1000,,,,Armor,,Owlcat+,aa89c60f872de254c98cc87b6342132d
CaydenRapierEnchantment,,+1,2000,,,,Weapon,,Owlcat+,9db5969c5ac51f8428e3823dcb9e7b65
CelestialArmorEnchantment,,+1,1000,,,,Armor,,Owlcat+,5ca7e021b4d379846b1eee042a3c7c55
CelestialProtectionEnchantment,,+1,,,,,Other,,Owlcat+,fb1630b28e902e04ab47032a326b64b9
CeremonialFalcataEnchantment,,+1,2000,,,,Weapon,,Owlcat+,db23a8d4abcd1c04ab2e0859a20c272a
ChainmailOfComraderyEnchantment,,+1,1000,,,,Armor,,Owlcat+,81d820d2e826eca498739a67c80665c0
ChainmailOfSpitefulBarbsEnchantment,,+1,1000,,,,Armor,,Owlcat+,560618dc2911327489a2e1b8aaa68bec
ChainshirtOfBrightPerformanceEnchantment,,+1,1000,,,,Armor,,Owlcat+,31cac1cb3a674ca18bd84ce0235ab0df
ChainshirtOfLifeVimEnchantment,,+1,1000,,,,Armor,,Owlcat+,e4175b85611d7014b9fc8e6acdc781ee
ChannelOnCrit,"Whenever you score a critical hit with this weapon, you emit a wave of negative energy that deals 4d6 damage to everyone around you. Creatures that take damage from negative energy receive a Will save DC 15 to halve the damage.",+1,2000,,,"Critical, AdditionalDamage",Weapon,Weapon,Owlcat+,eed9b44b0b57bd540927b7ccf443557c
